Cbir_RNA3_R0	gene_0
Cbir_RNA21205_R0	gene_12556
Aech_RNA7227_R0	gene_12557
Lhum_RNA14867_R0	gene_12558
Cbir_RNA21172_R0	gene_12559
Cbir_RNA21176_R0	gene_12560
Sinv_RNA3879_R0	gene_12560
Cbir_RNA21184_R0	gene_12561
Cbir_RNA21186_R0	gene_12562
Sinv_RNA18334_R0	gene_12562
Cbir_RNA21192_R0	gene_12563
Cbir_RNA21197_R0	gene_12564
Nvit_RNA4302_R0	gene_12564
Cbir_RNA21199_R0	gene_12565
Cbir_RNA21202_R0	gene_12566
Cbir_RNA21210_R0	gene_12567
Cbir_RNA21213_R0	gene_12568
Sinv_RNA1094_R0	gene_12568
Nvit_RNA14412_R1	gene_12568
Sinv_RNA16949_R1	gene_12568
Dqua_RNA23599_R0	gene_12568
Cbir_RNA21212_R0	gene_12569
Sinv_RNA1088_R0	gene_12569
Dqua_RNA2130_R0	gene_12569
Sinv_RNA16950_R2	gene_12569
Lhum_RNA14194_R0	gene_12570
Sinv_RNA19357_R0	gene_12571
Cbir_RNA21215_R0	gene_12572
Dmel_RNA9923_R0	gene_12573
Aech_RNA18108_R0	gene_12574
Cbir_RNA21217_R0	gene_12575
Cbir_RNA21221_R0	gene_12576
Cbir_RNA21224_R0	gene_12577
Lhum_RNA19357_R0	gene_12577
Amel_RNA17313_R0	gene_12577
Sinv_RNA12931_R0	gene_12578
Cbir_RNA21235_R0	gene_12579
Mpha_RNA15253_R0	gene_12579
Cbir_RNA21237_R0	gene_12580
Cbir_RNA21239_R0	gene_12581
Cbir_RNA21240_R0	gene_12581
Cbir_RNA21248_R0	gene_12582
Sinv_RNA8883_R0	gene_12582
Nvit_RNA8637_R1	gene_12582
Cbir_RNA21260_R0	gene_12583
Cbir_RNA21267_R0	gene_12584
Nvit_RNA8978_R0	gene_12584
Cbir_RNA21265_R0	gene_12585
Cbir_RNA21263_R0	gene_12585
Aech_RNA20075_R0	gene_12585
Mpha_RNA5412_R0	gene_12585
Cbir_RNA21269_R0	gene_12586
Dqua_RNA8456_R0	gene_12586
Dmel_RNA1816_R0	gene_12586
Cbir_RNA21275_R0	gene_12587
Cbir_RNA21283_R0	gene_12588
Amel_RNA13854_R0	gene_12588
Cbir_RNA21288_R0	gene_12589
Lhum_RNA11701_R0	gene_12589
Lhum_RNA11703_R0	gene_12590
Nvit_RNA17374_R2	gene_12591
Cbir_RNA21291_R0	gene_12592
Dmel_RNA19031_R0	gene_12592
Lhum_RNA11705_R0	gene_12593
Cbir_RNA21294_R0	gene_12594
Cbir_RNA21222_R0	gene_12595
Cbir_RNA21223_R0	gene_12596
Dmel_RNA742_R0	gene_12596
Mpha_RNA1600_R0	gene_12596
Cbir_RNA21231_R0	gene_12597
Cbir_RNA21233_R0	gene_12598
Cbir_RNA21232_R0	gene_12598
Dqua_RNA11007_R0	gene_12598
Dqua_RNA11008_R0	gene_12598
Dmel_RNA20983_R0	gene_12598
Dmel_RNA12800_R1	gene_12598
Cbir_RNA21238_R0	gene_12599
Aech_RNA18165_R0	gene_12599
Cbir_RNA21241_R0	gene_12600
Cbir_RNA21242_R0	gene_12600
Dqua_RNA13514_R0	gene_12600
Cbir_RNA21246_R0	gene_12601
Amel_RNA24570_R0	gene_12601
Cbir_RNA21252_R0	gene_12602
Cbir_RNA21251_R0	gene_12602
Cbir_RNA21249_R0	gene_12602
Lhum_RNA10177_R0	gene_12602
Lhum_RNA10175_R0	gene_12602
Lhum_RNA10178_R0	gene_12602
Sinv_RNA8874_R0	gene_12602
Dqua_RNA13521_R0	gene_12602
Cbir_RNA21253_R0	gene_12602
Amel_RNA24553_R0	gene_12602
Aech_RNA20217_R0	gene_12602
Sinv_RNA8878_R0	gene_12602
Dqua_RNA13522_R0	gene_12602
Amel_RNA24560_R0	gene_12602
Amel_RNA24562_R0	gene_12602
Nvit_RNA23810_R0	gene_12602
Cbir_RNA21255_R0	gene_12603
Cbir_RNA21256_R0	gene_12603
Cbir_RNA21268_R0	gene_12604
Mpha_RNA20979_R0	gene_12604
Cbir_RNA21273_R0	gene_12605
Cbir_RNA21272_R0	gene_12605
Cbir_RNA21274_R0	gene_12606
Nvit_RNA11682_R0	gene_12606
Dmel_RNA27629_R0	gene_12606
Cbir_RNA21279_R0	gene_12607
Cbir_RNA21280_R0	gene_12607
Cbir_RNA21295_R0	gene_12608
Cbir_RNA21296_R0	gene_12609
Cbir_RNA21304_R0	gene_12610
Aech_RNA10785_R1	gene_12610
Cbir_RNA21305_R0	gene_12611
Cbir_RNA21308_R0	gene_12611
Sinv_RNA18399_R0	gene_12611
Cbir_RNA21311_R0	gene_12612
Lhum_RNA6177_R0	gene_12613
Cbir_RNA21331_R0	gene_12614
Cbir_RNA21330_R0	gene_12615
Cbir_RNA21325_R0	gene_12616
Sinv_RNA10470_R2	gene_12616
Lhum_RNA13929_R2	gene_12616
Cbir_RNA21329_R0	gene_12617
Sinv_RNA6466_R2	gene_12617
Nvit_RNA2984_R4	gene_12617
Lhum_RNA4496_R3	gene_12617
Mpha_RNA4189_R2	gene_12617
Sinv_RNA17342_R3	gene_12618
Cbir_RNA21335_R0	gene_12619
Sinv_RNA4765_R0	gene_12619
Dqua_RNA21530_R0	gene_12620
Sinv_RNA4762_R0	gene_12621
Mpha_RNA10528_R0	gene_12621
Lhum_RNA8709_R0	gene_12622
Cbir_RNA21301_R0	gene_12623
Cbir_RNA21300_R0	gene_12624
Aech_RNA21594_R0	gene_12624
Dmel_RNA15_R0	gene_12624
Cbir_RNA2999_R1	gene_12625
Sinv_RNA17385_R3	gene_12626
Cbir_RNA21309_R0	gene_12627
Cbir_RNA21310_R0	gene_12628
Cbir_RNA21315_R0	gene_12629
Cbir_RNA21332_R0	gene_12630
Nvit_RNA2976_R0	gene_12630
Cbir_RNA21333_R0	gene_12631
Lhum_RNA4342_R0	gene_12632
Sinv_RNA22024_R0	gene_12633
Aech_RNA17927_R0	gene_12634
Cbir_RNA21340_R0	gene_12635
Mpha_RNA4590_R0	gene_12635
Cbir_RNA21347_R0	gene_12636
Sinv_RNA5702_R0	gene_12637
Cbir_RNA21366_R0	gene_12638
Cbir_RNA21346_R0	gene_12639
Cbir_RNA21345_R0	gene_12640
Cbir_RNA21364_R0	gene_12641
Cbir_RNA19743_R7	gene_12642
Lhum_RNA1715_R0	gene_12643
Cbir_RNA21368_R0	gene_12644
Dmel_RNA9473_R0	gene_12644
Nvit_RNA16032_R6	gene_12645
Nvit_RNA11988_R4	gene_12646
Lhum_RNA21850_R1	gene_12647
Cbir_RNA21370_R0	gene_12648
Cbir_RNA21372_R0	gene_12649
Aech_RNA13293_R0	gene_12650
Dmel_RNA26923_R2	gene_12651
Cbir_RNA21378_R0	gene_12652
Cbir_RNA21379_R0	gene_12652
Amel_RNA20171_R0	gene_12653
Cbir_RNA568_R1	gene_12654
Cbir_RNA21395_R0	gene_12655
Cbir_RNA21393_R0	gene_12655
Cbir_RNA21394_R0	gene_12655
Nvit_RNA10689_R0	gene_12655
Cbir_RNA21402_R0	gene_12656
Cbir_RNA21412_R0	gene_12657
Cbir_RNA21419_R0	gene_12658
Cbir_RNA21371_R0	gene_12659
Cbir_RNA16604_R1	gene_12659
Cbir_RNA21374_R0	gene_12660
Cbir_RNA21377_R0	gene_12661
Cbir_RNA21376_R0	gene_12661
Mpha_RNA3533_R0	gene_12661
Dmel_RNA9294_R1	gene_12661
Cbir_RNA21375_R0	gene_12662
Sinv_RNA12316_R0	gene_12662
Sinv_RNA16625_R0	gene_12662
Cbir_RNA21380_R0	gene_12663
Cbir_RNA21382_R0	gene_12663
Cbir_RNA21381_R0	gene_12663
Dqua_RNA4971_R0	gene_12663
Cbir_RNA21384_R0	gene_12664
Cbir_RNA21392_R0	gene_12665
Aech_RNA16346_R9	gene_12665
Cbir_RNA21398_R0	gene_12666
Lhum_RNA9643_R0	gene_12667
Cbir_RNA21399_R0	gene_12667
Cbir_RNA21404_R0	gene_12668
Aech_RNA12386_R0	gene_12668
Cbir_RNA21407_R0	gene_12669
Cbir_RNA21411_R0	gene_12670
Cbir_RNA21410_R0	gene_12670
Cbir_RNA21416_R0	gene_12671
Cbir_RNA11237_R1	gene_12671
Sinv_RNA14367_R0	gene_12671
Cbir_RNA25393_R3	gene_12671
Cbir_RNA23855_R7	gene_12672
Lhum_RNA6853_R0	gene_12673
Lhum_RNA15134_R2	gene_12674
Cbir_RNA8311_R1	gene_12675
Mpha_RNA2924_R0	gene_12676
Mpha_RNA16214_R1	gene_12677
Cbir_RNA3177_R2	gene_12678
Cbir_RNA21423_R0	gene_12679
Cbir_RNA21437_R0	gene_12680
Cbir_RNA21436_R0	gene_12681
Cbir_RNA21433_R0	gene_12682
Cbir_RNA21431_R0	gene_12683
Cbir_RNA21438_R0	gene_12684
Aech_RNA20386_R0	gene_12685
Mpha_RNA7885_R1	gene_12686
Cbir_RNA21432_R0	gene_12687
Cbir_RNA21440_R0	gene_12688
Cbir_RNA21441_R0	gene_12689
Lhum_RNA10948_R0	gene_12690
Cbir_RNA21444_R0	gene_12690
Cbir_RNA21447_R0	gene_12691
Cbir_RNA17330_R2	gene_12692
Cbir_RNA21429_R0	gene_12693
Cbir_RNA21424_R0	gene_12694
Cbir_RNA21442_R0	gene_12695
Cbir_RNA21443_R0	gene_12696
Cbir_RNA21445_R0	gene_12697
Aech_RNA3364_R0	gene_12698
Cbir_RNA21450_R0	gene_12699
Aech_RNA3147_R1	gene_12700
Cbir_RNA4873_R5	gene_12701
Cbir_RNA21453_R0	gene_12702
Cbir_RNA23855_R2	gene_12703
Cbir_RNA21456_R0	gene_12703
Dqua_RNA3353_R0	gene_12704
Cbir_RNA15519_R4	gene_12705
Cbir_RNA21454_R0	gene_12706
Cbir_RNA24788_R8	gene_12706
Cbir_RNA21458_R0	gene_12707
Dqua_RNA13139_R0	gene_12707
Nvit_RNA12044_R0	gene_12707
Lhum_RNA18048_R0	gene_12708
Cbir_RNA21471_R0	gene_12709
Dqua_RNA6158_R0	gene_12709
Cbir_RNA21473_R0	gene_12710
Cbir_RNA21474_R0	gene_12711
Aech_RNA5862_R0	gene_12712
Mpha_RNA21688_R3	gene_12713
Cbir_RNA21490_R0	gene_12714
Aech_RNA5873_R0	gene_12715
Cbir_RNA21495_R0	gene_12716
Cbir_RNA21497_R0	gene_12717
Cbir_RNA21503_R0	gene_12718
Aech_RNA11156_R0	gene_12718
Dmel_RNA13306_R2	gene_12718
Cbir_RNA21519_R0	gene_12719
Cbir_RNA21530_R0	gene_12720
Cbir_RNA21532_R0	gene_12721
Lhum_RNA7165_R0	gene_12722
Cbir_RNA21539_R0	gene_12722
Cbir_RNA21540_R0	gene_12722
Cbir_RNA21541_R0	gene_12723
Mpha_RNA398_R1	gene_12724
Cbir_RNA21468_R0	gene_12725
Lhum_RNA18057_R0	gene_12725
Lhum_RNA18051_R0	gene_12725
Dqua_RNA13123_R0	gene_12725
Sinv_RNA6834_R0	gene_12725
Lhum_RNA18055_R0	gene_12725
Lhum_RNA18052_R0	gene_12725
Sinv_RNA6837_R0	gene_12725
Sinv_RNA6836_R0	gene_12725
Amel_RNA5255_R0	gene_12725
Lhum_RNA12753_R0	gene_12726
Mpha_RNA4695_R0	gene_12726
Cbir_RNA21475_R0	gene_12727
Aech_RNA5857_R0	gene_12728
Amel_RNA27454_R9	gene_12729
Cbir_RNA21478_R0	gene_12730
Cbir_RNA21481_R0	gene_12731
Cbir_RNA21480_R0	gene_12731
Amel_RNA27454_R5	gene_12732
Cbir_RNA21494_R0	gene_12733
Cbir_RNA24845_R4	gene_12734
Cbir_RNA21499_R0	gene_12735
Mpha_RNA4273_R0	gene_12735
Cbir_RNA21514_R0	gene_12736
Cbir_RNA21513_R0	gene_12736
Dqua_RNA2794_R0	gene_12736
Lhum_RNA7142_R0	gene_12736
Dmel_RNA33609_R0	gene_12736
Cbir_RNA21498_R0	gene_12737
Amel_RNA28181_R0	gene_12737
Nvit_RNA5748_R0	gene_12737
Cbir_RNA21496_R0	gene_12738
Cbir_RNA21501_R0	gene_12739
Cbir_RNA21502_R0	gene_12739
Cbir_RNA21500_R0	gene_12739
Aech_RNA5784_R0	gene_12739
Aech_RNA5783_R0	gene_12739
Aech_RNA5785_R0	gene_12739
Dqua_RNA9133_R0	gene_12739
Sinv_RNA1046_R0	gene_12740
Cbir_RNA21515_R0	gene_12741
Cbir_RNA21516_R0	gene_12741
Cbir_RNA21520_R0	gene_12742
Mpha_RNA13093_R0	gene_12742
Dqua_RNA6424_R0	gene_12743
Cbir_RNA21522_R0	gene_12743
Nvit_RNA16621_R0	gene_12743
Aech_RNA11185_R0	gene_12743
Cbir_RNA21531_R0	gene_12744
Cbir_RNA21533_R0	gene_12745
Amel_RNA16042_R0	gene_12745
Cbir_RNA21536_R0	gene_12746
Dqua_RNA2810_R0	gene_12746
Amel_RNA18178_R0	gene_12746
Sinv_RNA15525_R8	gene_12747
Cbir_RNA21543_R0	gene_12748
Cbir_RNA17623_R8	gene_12749
Cbir_RNA15447_R6	gene_12750
Cbir_RNA21560_R0	gene_12751
Cbir_RNA21546_R0	gene_12752
Cbir_RNA21564_R0	gene_12753
Cbir_RNA21556_R0	gene_12754
Cbir_RNA21544_R0	gene_12755
Cbir_RNA21566_R0	gene_12756
Cbir_RNA21552_R0	gene_12757
Cbir_RNA21568_R1	gene_12758
Cbir_RNA21571_R0	gene_12759
Cbir_RNA21554_R0	gene_12760
Dmel_RNA11301_R0	gene_12761
Lhum_RNA2602_R2	gene_12762
Nvit_RNA25755_R3	gene_12763
Cbir_RNA21572_R0	gene_12764
Dqua_RNA10854_R7	gene_12765
Dmel_RNA15112_R8	gene_12766
Cbir_RNA21574_R1	gene_12767
Cbir_RNA13017_R0	gene_12768
Cbir_RNA13017_R1	gene_12769
Sinv_RNA17011_R1	gene_12770
Cbir_RNA21577_R0	gene_12771
Cbir_RNA11275_R1	gene_12771
Cbir_RNA16196_R2	gene_12771
Cbir_RNA21575_R0	gene_12772
Cbir_RNA21576_R0	gene_12772
Lhum_RNA9954_R0	gene_12772
Dqua_RNA6093_R0	gene_12772
Sinv_RNA12440_R0	gene_12772
Amel_RNA29046_R0	gene_12772
Cbir_RNA21579_R0	gene_12773
Aech_RNA1932_R0	gene_12774
Cbir_RNA21581_R2	gene_12775
Cbir_RNA21583_R0	gene_12776
Cbir_RNA21584_R0	gene_12777
Cbir_RNA21585_R0	gene_12777
Dqua_RNA11419_R0	gene_12777
Nvit_RNA21671_R0	gene_12777
Nvit_RNA21674_R0	gene_12777
Cbir_RNA21588_R0	gene_12778
Cbir_RNA21594_R0	gene_12779
Aech_RNA17508_R0	gene_12780
Cbir_RNA21607_R0	gene_12781
Sinv_RNA8107_R0	gene_12781
Cbir_RNA21610_R0	gene_12782
Nvit_RNA7380_R0	gene_12782
Cbir_RNA21611_R0	gene_12783
Cbir_RNA21614_R0	gene_12784
Cbir_RNA21615_R0	gene_12784
Mpha_RNA12677_R0	gene_12784
Dmel_RNA3346_R0	gene_12784
Sinv_RNA9150_R2	gene_12784
Mpha_RNA2289_R2	gene_12784
Cbir_RNA21617_R0	gene_12785
Cbir_RNA21618_R0	gene_12785
Aech_RNA17520_R0	gene_12786
Cbir_RNA21631_R0	gene_12787
Cbir_RNA21636_R0	gene_12788
Cbir_RNA21637_R0	gene_12789
Cbir_RNA21639_R0	gene_12790
Cbir_RNA21648_R0	gene_12791
Dqua_RNA21254_R0	gene_12791
Amel_RNA17420_R0	gene_12791
Nvit_RNA10514_R0	gene_12791
Amel_RNA17421_R0	gene_12791
Cbir_RNA21652_R0	gene_12792
Aech_RNA13531_R0	gene_12793
Cbir_RNA21657_R0	gene_12793
Cbir_RNA21656_R0	gene_12793
Cbir_RNA21661_R0	gene_12794
Dqua_RNA3353_R2	gene_12795
Dqua_RNA7276_R1	gene_12796
Lhum_RNA4691_R0	gene_12797
Sinv_RNA8055_R0	gene_12798
Cbir_RNA21675_R0	gene_12799
Cbir_RNA21684_R0	gene_12800
Cbir_RNA21686_R1	gene_12801
Cbir_RNA21597_R0	gene_12802
Dmel_RNA23026_R0	gene_12802
Cbir_RNA21599_R0	gene_12803
Cbir_RNA21603_R0	gene_12804
Cbir_RNA21604_R0	gene_12804
Lhum_RNA17999_R0	gene_12804
Cbir_RNA21613_R0	gene_12805
Cbir_RNA22214_R5	gene_12806
Lhum_RNA17817_R0	gene_12807
Cbir_RNA21638_R0	gene_12808
Lhum_RNA17831_R0	gene_12809
Cbir_RNA21644_R0	gene_12810
Cbir_RNA21647_R0	gene_12810
Lhum_RNA17833_R0	gene_12810
Mpha_RNA21984_R0	gene_12810
Cbir_RNA21651_R0	gene_12811
Cbir_RNA21650_R0	gene_12812
Cbir_RNA21655_R0	gene_12813
Cbir_RNA21658_R0	gene_12814
Cbir_RNA21663_R0	gene_12815
Nvit_RNA6819_R1	gene_12815
Sinv_RNA8059_R0	gene_12816
Cbir_RNA21673_R0	gene_12817
Dmel_RNA9234_R0	gene_12817
Lhum_RNA12291_R1	gene_12817
Dmel_RNA31990_R1	gene_12817
Cbir_RNA21677_R0	gene_12818
Sinv_RNA18986_R2	gene_12819
Cbir_RNA21687_R0	gene_12820
Cbir_RNA1151_R1	gene_12821
Cbir_RNA22214_R1	gene_12822
Cbir_RNA10734_R9	gene_12823
Sinv_RNA21463_R3	gene_12824
Cbir_RNA17049_R2	gene_12825
Cbir_RNA25353_R5	gene_12826
Cbir_RNA1185_R5	gene_12827
Cbir_RNA21689_R0	gene_12828
Dqua_RNA2179_R1	gene_12829
Cbir_RNA21698_R0	gene_12830
Cbir_RNA21695_R0	gene_12830
Cbir_RNA21697_R0	gene_12830
Cbir_RNA21696_R0	gene_12830
Dqua_RNA8444_R0	gene_12830
Cbir_RNA21703_R0	gene_12831
Cbir_RNA21704_R0	gene_12832
Cbir_RNA21705_R0	gene_12833
Cbir_RNA21701_R0	gene_12834
Cbir_RNA21702_R0	gene_12835
Cbir_RNA21707_R0	gene_12836
Cbir_RNA21733_R0	gene_12837
Cbir_RNA21738_R0	gene_12838
Cbir_RNA21739_R0	gene_12838
Cbir_RNA21736_R0	gene_12838
Mpha_RNA20440_R0	gene_12838
Cbir_RNA21747_R0	gene_12839
Aech_RNA21325_R0	gene_12839
Cbir_RNA21741_R0	gene_12840
Cbir_RNA21743_R0	gene_12840
Cbir_RNA21740_R0	gene_12840
Cbir_RNA21742_R0	gene_12840
Lhum_RNA23014_R0	gene_12840
Lhum_RNA23013_R0	gene_12840
Dmel_RNA31556_R0	gene_12840
Cbir_RNA21749_R0	gene_12841
Cbir_RNA21762_R0	gene_12842
Cbir_RNA21763_R0	gene_12842
Cbir_RNA21769_R0	gene_12843
Cbir_RNA21771_R0	gene_12844
Amel_RNA19392_R0	gene_12845
Dqua_RNA12445_R0	gene_12846
Lhum_RNA1719_R0	gene_12847
Cbir_RNA21786_R0	gene_12848
Cbir_RNA21788_R0	gene_12849
Dmel_RNA1970_R4	gene_12850
Aech_RNA3934_R2	gene_12851
Cbir_RNA21794_R0	gene_12852
Cbir_RNA21795_R0	gene_12852
Mpha_RNA22486_R0	gene_12852
Lhum_RNA6460_R9	gene_12853
Sinv_RNA16957_R3	gene_12854
Amel_RNA24330_R0	gene_12855
Cbir_RNA21806_R0	gene_12856
Dmel_RNA14834_R0	gene_12856
Aech_RNA12809_R0	gene_12857
Cbir_RNA21809_R0	gene_12858
Aech_RNA18153_R0	gene_12858
Amel_RNA24317_R0	gene_12858
Cbir_RNA21811_R0	gene_12859
Cbir_RNA21815_R0	gene_12860
Cbir_RNA21827_R0	gene_12861
Cbir_RNA21832_R0	gene_12861
Cbir_RNA21830_R0	gene_12861
Amel_RNA8660_R1	gene_12861
Sinv_RNA15086_R0	gene_12862
Cbir_RNA21839_R0	gene_12863
Cbir_RNA21846_R0	gene_12864
Cbir_RNA21849_R0	gene_12865
Mpha_RNA9986_R0	gene_12865
Cbir_RNA21854_R0	gene_12866
Aech_RNA9487_R0	gene_12866
Cbir_RNA21861_R0	gene_12867
Cbir_RNA21863_R0	gene_12868
Aech_RNA9493_R0	gene_12868
Cbir_RNA21864_R0	gene_12869
Cbir_RNA21869_R0	gene_12870
Lhum_RNA20718_R0	gene_12870
Cbir_RNA21867_R0	gene_12871
Cbir_RNA21874_R0	gene_12872
Dmel_RNA8816_R2	gene_12873
Lhum_RNA22959_R0	gene_12874
Cbir_RNA21692_R0	gene_12874
Cbir_RNA21693_R0	gene_12875
Sinv_RNA2484_R0	gene_12875
Nvit_RNA10877_R0	gene_12875
Cbir_RNA21699_R0	gene_12876
Dmel_RNA340_R0	gene_12876
Dqua_RNA8857_R0	gene_12877
Cbir_RNA21704_R1	gene_12878
Cbir_RNA21706_R0	gene_12879
Dqua_RNA8855_R0	gene_12879
Sinv_RNA5641_R0	gene_12879
Cbir_RNA21714_R0	gene_12880
Cbir_RNA21727_R0	gene_12880
Cbir_RNA21723_R0	gene_12880
Cbir_RNA21722_R0	gene_12880
Cbir_RNA21728_R0	gene_12880
Cbir_RNA21719_R0	gene_12880
Cbir_RNA21717_R0	gene_12880
Cbir_RNA21730_R0	gene_12880
Cbir_RNA21729_R0	gene_12880
Cbir_RNA21725_R0	gene_12880
Cbir_RNA21716_R0	gene_12880
Lhum_RNA22982_R0	gene_12880
Dqua_RNA12497_R0	gene_12880
Nvit_RNA8463_R1	gene_12880
Cbir_RNA21734_R0	gene_12881
Cbir_RNA21753_R0	gene_12882
Cbir_RNA21755_R0	gene_12882
Cbir_RNA21750_R0	gene_12882
Dqua_RNA7028_R0	gene_12882
Mpha_RNA15294_R0	gene_12882
Amel_RNA27654_R0	gene_12882
Sinv_RNA19077_R0	gene_12882
Mpha_RNA1510_R0	gene_12882
Sinv_RNA11063_R0	gene_12882
Cbir_RNA21757_R0	gene_12883
Cbir_RNA21758_R0	gene_12884
Cbir_RNA21768_R0	gene_12885
Cbir_RNA21777_R0	gene_12886
Cbir_RNA21776_R0	gene_12886
Cbir_RNA21774_R0	gene_12886
Aech_RNA16214_R0	gene_12886
Aech_RNA16215_R0	gene_12886
Cbir_RNA21773_R0	gene_12887
Cbir_RNA21778_R0	gene_12888
Aech_RNA16213_R0	gene_12888
Mpha_RNA21688_R7	gene_12889
Cbir_RNA21783_R0	gene_12890
Dmel_RNA8334_R1	gene_12890
Cbir_RNA21784_R0	gene_12891
Dmel_RNA9525_R0	gene_12891
Cbir_RNA21787_R0	gene_12892
Cbir_RNA21790_R0	gene_12893
Cbir_RNA21801_R0	gene_12894
Cbir_RNA21804_R0	gene_12895
Cbir_RNA21805_R0	gene_12895
Sinv_RNA1464_R0	gene_12895
Cbir_RNA21808_R0	gene_12896
Cbir_RNA21810_R0	gene_12897
Cbir_RNA21814_R0	gene_12898
Cbir_RNA21812_R0	gene_12898
Dqua_RNA9015_R0	gene_12898
Nvit_RNA11963_R0	gene_12898
Dmel_RNA11676_R0	gene_12898
Aech_RNA18156_R0	gene_12898
Cbir_RNA21818_R0	gene_12899
Lhum_RNA3278_R0	gene_12900
Aech_RNA2018_R0	gene_12901
Mpha_RNA8575_R0	gene_12902
Aech_RNA12809_R7	gene_12903
Dqua_RNA18313_R2	gene_12904
Cbir_RNA21840_R0	gene_12905
Dmel_RNA16537_R0	gene_12905
Cbir_RNA21845_R0	gene_12906
Lhum_RNA3265_R0	gene_12906
Cbir_RNA21848_R0	gene_12907
Lhum_RNA20700_R0	gene_12908
Mpha_RNA9985_R0	gene_12908
Cbir_RNA21856_R0	gene_12909
Cbir_RNA21858_R0	gene_12909
Cbir_RNA21857_R0	gene_12909
Sinv_RNA15031_R0	gene_12909
Sinv_RNA1611_R0	gene_12909
Aech_RNA9490_R0	gene_12910
Mpha_RNA2960_R1	gene_12910
Cbir_RNA21862_R0	gene_12911
Cbir_RNA21865_R0	gene_12912
Sinv_RNA15018_R0	gene_12913
Dqua_RNA5606_R0	gene_12914
Cbir_RNA21873_R0	gene_12914
Cbir_RNA21876_R0	gene_12915
Cbir_RNA21877_R0	gene_12915
Dqua_RNA5615_R0	gene_12915
Sinv_RNA10362_R5	gene_12916
Sinv_RNA10362_R6	gene_12917
Sinv_RNA18046_R7	gene_12918
Cbir_RNA21878_R0	gene_12919
Sinv_RNA4745_R2	gene_12920
Cbir_RNA18736_R7	gene_12921
Sinv_RNA17385_R2	gene_12922
Mpha_RNA3849_R0	gene_12923
Cbir_RNA21879_R0	gene_12924
Cbir_RNA21880_R0	gene_12925
Lhum_RNA12284_R2	gene_12925
Cbir_RNA5343_R3	gene_12925
Cbir_RNA5344_R3	gene_12925
Cbir_RNA23848_R4	gene_12925
Sinv_RNA17288_R5	gene_12925
Sinv_RNA672_R8	gene_12926
Cbir_RNA21882_R0	gene_12927
Cbir_RNA21884_R0	gene_12928
Lhum_RNA12278_R0	gene_12928
Aech_RNA5199_R5	gene_12929
Sinv_RNA17304_R0	gene_12930
Cbir_RNA21885_R0	gene_12931
Cbir_RNA21887_R0	gene_12932
Cbir_RNA21888_R0	gene_12933
Dqua_RNA5963_R9	gene_12934
Cbir_RNA21890_R0	gene_12935
Cbir_RNA21907_R0	gene_12936
Cbir_RNA21914_R0	gene_12937
Mpha_RNA22317_R0	gene_12938
Sinv_RNA9838_R0	gene_12939
Cbir_RNA21932_R0	gene_12940
Dmel_RNA7466_R1	gene_12941
Lhum_RNA3402_R7	gene_12942
Dqua_RNA23067_R3	gene_12943
Sinv_RNA19357_R1	gene_12944
Cbir_RNA21893_R0	gene_12945
Cbir_RNA21895_R0	gene_12946
Cbir_RNA21894_R0	gene_12947
Cbir_RNA21910_R0	gene_12948
Cbir_RNA21913_R0	gene_12948
Cbir_RNA21916_R0	gene_12949
Cbir_RNA21917_R0	gene_12949
Cbir_RNA21918_R0	gene_12949
Lhum_RNA15890_R0	gene_12949
Dqua_RNA13215_R0	gene_12950
Dqua_RNA9494_R5	gene_12951
Sinv_RNA16045_R6	gene_12952
Cbir_RNA21926_R0	gene_12953
Lhum_RNA15901_R0	gene_12954
Sinv_RNA9839_R0	gene_12954
Aech_RNA3934_R4	gene_12955
Cbir_RNA21929_R0	gene_12956
Cbir_RNA21930_R0	gene_12956
Cbir_RNA21931_R0	gene_12957
Dqua_RNA9968_R0	gene_12957
Cbir_RNA21933_R0	gene_12958
Cbir_RNA21940_R0	gene_12959
Sinv_RNA22101_R0	gene_12960
Mpha_RNA5179_R0	gene_12961
Cbir_RNA21944_R0	gene_12961
Cbir_RNA146_R0	gene_12962
Lhum_RNA15273_R0	gene_12962
Cbir_RNA21947_R0	gene_12963
Cbir_RNA21948_R0	gene_12964
Aech_RNA8434_R0	gene_12965
Cbir_RNA21950_R0	gene_12965
Sinv_RNA15949_R0	gene_12965
Sinv_RNA4450_R0	gene_12965
Cbir_RNA6950_R5	gene_12966
Aech_RNA16922_R0	gene_12967
Lhum_RNA1637_R0	gene_12967
Dqua_RNA14814_R1	gene_12967
Dmel_RNA14037_R0	gene_12967
Cbir_RNA21956_R0	gene_12968
Aech_RNA16916_R0	gene_12969
Cbir_RNA21962_R0	gene_12970
Cbir_RNA21961_R0	gene_12970
Dqua_RNA467_R0	gene_12970
Cbir_RNA23758_R1	gene_12970
Dmel_RNA31839_R0	gene_12970
Cbir_RNA21964_R0	gene_12971
Cbir_RNA21967_R0	gene_12972
Aech_RNA16881_R0	gene_12972
Cbir_RNA21971_R0	gene_12973
Cbir_RNA21972_R0	gene_12973
Cbir_RNA21975_R0	gene_12974
Cbir_RNA21982_R0	gene_12975
Cbir_RNA21988_R0	gene_12976
Lhum_RNA1678_R0	gene_12977
Cbir_RNA21991_R0	gene_12977
Dmel_RNA9946_R0	gene_12977
Cbir_RNA21954_R0	gene_12978
Cbir_RNA21955_R0	gene_12979
