Cbir_RNA17330_R5	gene_0
Aech_RNA19882_R0	gene_13848
Aech_RNA4242_R9	gene_13849
Mpha_RNA4878_R8	gene_13850
Sinv_RNA17912_R2	gene_13851
Aech_RNA19883_R0	gene_13852
Aech_RNA19888_R0	gene_13853
Aech_RNA19889_R0	gene_13854
Aech_RNA19892_R0	gene_13855
Aech_RNA19899_R0	gene_13856
Aech_RNA19901_R0	gene_13857
Cbir_RNA18024_R0	gene_13857
Aech_RNA19902_R0	gene_13858
Amel_RNA3009_R0	gene_13858
Aech_RNA19909_R0	gene_13859
Aech_RNA19914_R0	gene_13860
Cbir_RNA768_R0	gene_13860
Aech_RNA19918_R0	gene_13861
Aech_RNA19925_R0	gene_13862
Lhum_RNA2336_R0	gene_13862
Amel_RNA2400_R0	gene_13862
Dmel_RNA18364_R0	gene_13862
Dmel_RNA22609_R1	gene_13862
Aech_RNA19926_R0	gene_13863
Aech_RNA19933_R0	gene_13864
Mpha_RNA18409_R0	gene_13865
Aech_RNA19946_R0	gene_13866
Dqua_RNA4823_R0	gene_13866
Nvit_RNA19193_R1	gene_13866
Aech_RNA19948_R0	gene_13867
Aech_RNA19961_R0	gene_13868
Aech_RNA19953_R0	gene_13869
Aech_RNA19962_R0	gene_13870
Aech_RNA19963_R0	gene_13871
Lhum_RNA2284_R0	gene_13871
Cbir_RNA12201_R0	gene_13872
Aech_RNA19978_R0	gene_13873
Aech_RNA19979_R0	gene_13874
Aech_RNA19980_R0	gene_13875
Aech_RNA19986_R0	gene_13876
Mpha_RNA614_R0	gene_13876
Aech_RNA19989_R0	gene_13877
Aech_RNA19992_R0	gene_13878
Aech_RNA19997_R0	gene_13879
Dmel_RNA25966_R0	gene_13879
Aech_RNA20014_R0	gene_13880
Aech_RNA20015_R0	gene_13881
Mpha_RNA13753_R0	gene_13881
Aech_RNA20021_R0	gene_13882
Aech_RNA20022_R0	gene_13883
Aech_RNA20029_R0	gene_13884
Aech_RNA20031_R0	gene_13884
Lhum_RNA16977_R0	gene_13884
Amel_RNA21027_R0	gene_13884
Aech_RNA20033_R0	gene_13885
Dmel_RNA6756_R0	gene_13885
Aech_RNA20035_R0	gene_13886
Aech_RNA19885_R0	gene_13887
Aech_RNA19887_R0	gene_13888
Sinv_RNA16620_R0	gene_13888
Dqua_RNA4814_R0	gene_13888
Cbir_RNA2449_R0	gene_13888
Nvit_RNA25545_R0	gene_13888
Aech_RNA19890_R0	gene_13889
Dqua_RNA4816_R0	gene_13889
Aech_RNA19893_R0	gene_13890
Aech_RNA19900_R0	gene_13891
Aech_RNA19906_R0	gene_13892
Aech_RNA19907_R0	gene_13893
Aech_RNA19912_R0	gene_13894
Aech_RNA19913_R0	gene_13894
Nvit_RNA11046_R0	gene_13894
Dmel_RNA6267_R0	gene_13894
Dmel_RNA900_R0	gene_13895
Aech_RNA19917_R0	gene_13896
Aech_RNA19919_R0	gene_13897
Nvit_RNA11143_R0	gene_13897
Mpha_RNA20714_R0	gene_13897
Aech_RNA19928_R0	gene_13898
Aech_RNA19929_R0	gene_13898
Lhum_RNA2334_R0	gene_13898
Amel_RNA10498_R6	gene_13898
Aech_RNA19937_R0	gene_13899
Aech_RNA19936_R0	gene_13899
Lhum_RNA10215_R6	gene_13899
Sinv_RNA21016_R4	gene_13899
Aech_RNA19938_R0	gene_13900
Aech_RNA19939_R0	gene_13900
Aech_RNA19940_R0	gene_13901
Aech_RNA19941_R0	gene_13902
Aech_RNA19944_R0	gene_13903
Aech_RNA19943_R0	gene_13903
Amel_RNA20704_R0	gene_13903
Aech_RNA19947_R0	gene_13904
Amel_RNA20541_R0	gene_13904
Aech_RNA19949_R0	gene_13905
Aech_RNA19950_R0	gene_13906
Sinv_RNA4723_R0	gene_13906
Aech_RNA19960_R0	gene_13907
Aech_RNA19956_R0	gene_13908
Aech_RNA19959_R0	gene_13908
Aech_RNA19955_R0	gene_13908
Aech_RNA19964_R0	gene_13909
Cbir_RNA22237_R0	gene_13909
Aech_RNA19968_R0	gene_13910
Dmel_RNA18980_R1	gene_13910
Mpha_RNA6640_R3	gene_13911
Aech_RNA19973_R0	gene_13912
Aech_RNA19983_R0	gene_13913
Aech_RNA19982_R0	gene_13913
Mpha_RNA610_R0	gene_13913
Sinv_RNA4692_R0	gene_13913
Aech_RNA19984_R0	gene_13914
Aech_RNA19990_R0	gene_13915
Lhum_RNA2302_R0	gene_13915
Dmel_RNA10070_R0	gene_13915
Aech_RNA19987_R0	gene_13916
Sinv_RNA4687_R0	gene_13916
Dmel_RNA25371_R0	gene_13916
Nvit_RNA12547_R4	gene_13916
Sinv_RNA4681_R0	gene_13917
Aech_RNA19995_R0	gene_13918
Dqua_RNA5052_R2	gene_13918
Dqua_RNA13409_R2	gene_13918
Aech_RNA20001_R0	gene_13919
Aech_RNA20000_R0	gene_13919
Aech_RNA19999_R0	gene_13919
Dqua_RNA5723_R0	gene_13919
Aech_RNA20005_R0	gene_13920
Aech_RNA20010_R0	gene_13921
Aech_RNA20019_R0	gene_13922
Aech_RNA20027_R0	gene_13923
Mpha_RNA8069_R0	gene_13924
Dqua_RNA82_R0	gene_13924
Cbir_RNA729_R0	gene_13925
Sinv_RNA2560_R0	gene_13925
Aech_RNA20034_R0	gene_13926
Aech_RNA20037_R0	gene_13927
Aech_RNA20046_R0	gene_13928
Mpha_RNA669_R0	gene_13929
Dmel_RNA25365_R1	gene_13930
Dmel_RNA20565_R1	gene_13931
Aech_RNA20054_R0	gene_13932
Aech_RNA20059_R0	gene_13933
Aech_RNA20060_R0	gene_13934
Aech_RNA20061_R0	gene_13934
Aech_RNA20066_R0	gene_13935
Aech_RNA20068_R0	gene_13936
Aech_RNA20071_R0	gene_13937
Mpha_RNA20979_R0	gene_13937
Dmel_RNA20003_R0	gene_13938
Aech_RNA20083_R0	gene_13939
Aech_RNA20082_R0	gene_13940
Aech_RNA20045_R0	gene_13941
Sinv_RNA9017_R0	gene_13941
Lhum_RNA19874_R0	gene_13941
Dqua_RNA9944_R0	gene_13942
Aech_RNA20047_R0	gene_13942
Aech_RNA20051_R0	gene_13943
Dmel_RNA30493_R5	gene_13944
Aech_RNA20053_R0	gene_13945
Aech_RNA20057_R0	gene_13946
Aech_RNA20065_R0	gene_13947
Aech_RNA20069_R0	gene_13948
Dqua_RNA8456_R0	gene_13948
Dmel_RNA1816_R0	gene_13948
Aech_RNA20073_R0	gene_13949
Aech_RNA20072_R0	gene_13949
Aech_RNA20075_R0	gene_13949
Mpha_RNA5412_R0	gene_13949
Aech_RNA20076_R0	gene_13950
Nvit_RNA8978_R0	gene_13950
Aech_RNA20077_R0	gene_13951
Lhum_RNA1369_R5	gene_13952
Aech_RNA20092_R0	gene_13953
Aech_RNA20093_R0	gene_13953
Mpha_RNA11787_R1	gene_13954
Aech_RNA20090_R0	gene_13955
Aech_RNA20089_R0	gene_13955
Aech_RNA20091_R0	gene_13955
Lhum_RNA20823_R0	gene_13955
Aech_RNA20096_R0	gene_13956
Aech_RNA20097_R0	gene_13956
Lhum_RNA20825_R0	gene_13956
Sinv_RNA6368_R0	gene_13956
Amel_RNA10314_R0	gene_13956
Dmel_RNA14394_R2	gene_13957
Mpha_RNA18509_R0	gene_13958
Cbir_RNA17636_R0	gene_13958
Aech_RNA20106_R0	gene_13959
Dmel_RNA22342_R0	gene_13959
Aech_RNA20110_R0	gene_13960
Aech_RNA20109_R0	gene_13960
Dqua_RNA22867_R1	gene_13961
Cbir_RNA3540_R0	gene_13962
Mpha_RNA6507_R0	gene_13963
Sinv_RNA16024_R0	gene_13964
Dmel_RNA680_R2	gene_13965
Sinv_RNA16023_R0	gene_13966
Aech_RNA20102_R0	gene_13967
Dmel_RNA21366_R0	gene_13967
Dmel_RNA15479_R0	gene_13967
Aech_RNA20103_R0	gene_13968
Aech_RNA20104_R0	gene_13969
Sinv_RNA16019_R0	gene_13969
Dqua_RNA16261_R0	gene_13969
Dqua_RNA5431_R1	gene_13970
Amel_RNA13755_R0	gene_13971
Aech_RNA20107_R0	gene_13972
Aech_RNA29_R0	gene_13973
Dmel_RNA16864_R0	gene_13973
Aech_RNA20112_R0	gene_13974
Mpha_RNA3069_R9	gene_13975
Sinv_RNA21675_R1	gene_13976
Sinv_RNA312_R0	gene_13977
Aech_RNA20132_R0	gene_13978
Cbir_RNA17613_R4	gene_13979
Lhum_RNA444_R1	gene_13980
Cbir_RNA20251_R3	gene_13981
Aech_RNA20135_R0	gene_13982
Dqua_RNA189_R1	gene_13983
Aech_RNA18907_R2	gene_13984
Aech_RNA20703_R1	gene_13985
Dmel_RNA17054_R2	gene_13986
Aech_RNA20149_R0	gene_13987
Mpha_RNA4761_R0	gene_13987
Aech_RNA20150_R0	gene_13988
Aech_RNA20151_R0	gene_13989
Aech_RNA20152_R0	gene_13990
Dqua_RNA15824_R0	gene_13990
Sinv_RNA6797_R1	gene_13991
Aech_RNA20136_R0	gene_13992
Aech_RNA20141_R0	gene_13993
Amel_RNA2206_R0	gene_13993
Sinv_RNA4200_R0	gene_13994
Dmel_RNA11301_R3	gene_13995
Aech_RNA20161_R0	gene_13996
Aech_RNA20162_R0	gene_13997
Cbir_RNA2924_R0	gene_13997
Aech_RNA20164_R0	gene_13998
Aech_RNA20163_R0	gene_13998
Amel_RNA2668_R0	gene_13998
Dmel_RNA7610_R0	gene_13998
Aech_RNA20165_R0	gene_13999
Sinv_RNA1146_R0	gene_13999
Sinv_RNA21345_R1	gene_14000
Aech_RNA15087_R7	gene_14001
Aech_RNA20166_R0	gene_14002
Mpha_RNA20665_R0	gene_14003
Aech_RNA20170_R0	gene_14004
Dqua_RNA2182_R1	gene_14005
Lhum_RNA17700_R8	gene_14006
Sinv_RNA11586_R9	gene_14007
Sinv_RNA21575_R4	gene_14008
Aech_RNA20175_R0	gene_14009
Dqua_RNA1578_R9	gene_14010
Sinv_RNA10269_R1	gene_14011
Aech_RNA20176_R0	gene_14012
Lhum_RNA295_R4	gene_14013
Aech_RNA5202_R4	gene_14014
Dmel_RNA17059_R0	gene_14015
Cbir_RNA24645_R0	gene_14016
Aech_RNA6584_R1	gene_14017
Dqua_RNA7272_R9	gene_14018
Nvit_RNA25755_R6	gene_14019
Mpha_RNA21688_R5	gene_14020
Aech_RNA20178_R0	gene_14021
Aech_RNA5128_R5	gene_14022
Aech_RNA20536_R8	gene_14023
Sinv_RNA21593_R9	gene_14024
Aech_RNA20185_R0	gene_14025
Lhum_RNA8264_R0	gene_14026
Aech_RNA20189_R0	gene_14027
Mpha_RNA8381_R0	gene_14027
Amel_RNA28532_R0	gene_14027
Mpha_RNA13694_R5	gene_14028
Aech_RNA18407_R1	gene_14028
Cbir_RNA15967_R5	gene_14028
Cbir_RNA18627_R8	gene_14028
Sinv_RNA11252_R3	gene_14028
Dqua_RNA15581_R8	gene_14028
Cbir_RNA25236_R7	gene_14028
Aech_RNA10762_R6	gene_14029
Dqua_RNA19050_R5	gene_14030
Cbir_RNA17623_R3	gene_14031
Nvit_RNA25553_R1	gene_14032
Sinv_RNA19949_R1	gene_14033
Aech_RNA20196_R0	gene_14034
Aech_RNA20197_R0	gene_14034
Cbir_RNA12882_R0	gene_14034
Cbir_RNA4190_R8	gene_14035
Cbir_RNA1167_R8	gene_14036
Lhum_RNA685_R4	gene_14037
Sinv_RNA20269_R0	gene_14038
Sinv_RNA18878_R0	gene_14039
Aech_RNA20199_R0	gene_14040
Mpha_RNA8238_R0	gene_14040
Nvit_RNA5166_R1	gene_14041
Cbir_RNA12880_R0	gene_14042
Mpha_RNA10351_R0	gene_14043
Sinv_RNA16958_R2	gene_14044
Aech_RNA20203_R0	gene_14045
Aech_RNA20204_R0	gene_14046
Dmel_RNA14552_R0	gene_14046
Aech_RNA20210_R0	gene_14047
Aech_RNA20211_R0	gene_14047
Aech_RNA20213_R0	gene_14048
Amel_RNA24564_R0	gene_14048
Aech_RNA20222_R0	gene_14049
Amel_RNA24570_R0	gene_14049
Aech_RNA20224_R0	gene_14050
Aech_RNA20227_R0	gene_14051
Mpha_RNA8549_R0	gene_14051
Aech_RNA20229_R0	gene_14052
Aech_RNA20233_R0	gene_14053
Aech_RNA20238_R0	gene_14054
Aech_RNA20241_R0	gene_14055
Dmel_RNA1231_R4	gene_14055
Aech_RNA20242_R0	gene_14056
Sinv_RNA8906_R0	gene_14057
Aech_RNA20245_R0	gene_14058
Aech_RNA20250_R0	gene_14059
Aech_RNA20254_R0	gene_14060
Aech_RNA20263_R0	gene_14061
Aech_RNA20205_R0	gene_14062
Amel_RNA24543_R0	gene_14062
Aech_RNA20206_R0	gene_14063
Dqua_RNA13532_R0	gene_14063
Sinv_RNA8868_R0	gene_14064
Aech_RNA20207_R0	gene_14065
Aech_RNA20209_R0	gene_14066
Cbir_RNA21248_R0	gene_14067
Sinv_RNA8883_R0	gene_14067
Nvit_RNA8637_R1	gene_14067
Aech_RNA20226_R0	gene_14068
Aech_RNA20228_R0	gene_14069
Aech_RNA20230_R0	gene_14070
Nvit_RNA3143_R0	gene_14070
Aech_RNA20234_R0	gene_14071
Aech_RNA20237_R0	gene_14071
Sinv_RNA8896_R0	gene_14071
Mpha_RNA8540_R0	gene_14071
Aech_RNA20239_R0	gene_14072
Aech_RNA20246_R0	gene_14073
Aech_RNA20249_R0	gene_14073
Aech_RNA20251_R0	gene_14074
Aech_RNA20252_R0	gene_14075
Aech_RNA20255_R0	gene_14076
Aech_RNA20257_R0	gene_14077
Aech_RNA20256_R0	gene_14077
Aech_RNA20258_R0	gene_14077
Nvit_RNA7502_R0	gene_14077
Aech_RNA20261_R0	gene_14078
Aech_RNA20262_R0	gene_14078
Mpha_RNA5396_R0	gene_14078
Aech_RNA20266_R0	gene_14079
Aech_RNA20267_R0	gene_14080
Aech_RNA20268_R0	gene_14081
Aech_RNA20269_R0	gene_14082
Aech_RNA20270_R0	gene_14083
Aech_RNA20272_R0	gene_14084
Aech_RNA20273_R0	gene_14085
Mpha_RNA17935_R0	gene_14086
Aech_RNA20275_R0	gene_14087
Mpha_RNA21607_R0	gene_14088
Aech_RNA20281_R0	gene_14089
Sinv_RNA2412_R0	gene_14089
Aech_RNA20283_R0	gene_14090
Aech_RNA20284_R0	gene_14091
Sinv_RNA2414_R0	gene_14091
Aech_RNA20286_R0	gene_14092
Cbir_RNA8658_R0	gene_14093
Aech_RNA20295_R0	gene_14094
Aech_RNA20303_R0	gene_14095
Aech_RNA20294_R0	gene_14096
Amel_RNA6242_R0	gene_14096
Aech_RNA20305_R0	gene_14097
Amel_RNA23354_R0	gene_14097
Aech_RNA20307_R0	gene_14098
Aech_RNA20309_R0	gene_14099
Aech_RNA20313_R0	gene_14100
Dqua_RNA7377_R8	gene_14101
Aech_RNA20273_R1	gene_14102
Sinv_RNA2401_R0	gene_14103
Sinv_RNA2405_R0	gene_14104
Aech_RNA20279_R0	gene_14105
Aech_RNA20278_R0	gene_14105
Aech_RNA20288_R0	gene_14106
Dmel_RNA13817_R0	gene_14106
Aech_RNA20296_R0	gene_14107
Aech_RNA20297_R0	gene_14108
Aech_RNA20300_R0	gene_14109
Aech_RNA20301_R0	gene_14110
Cbir_RNA8649_R0	gene_14111
Dqua_RNA5431_R5	gene_14112
Aech_RNA20304_R0	gene_14113
Aech_RNA20312_R0	gene_14114
Aech_RNA20315_R0	gene_14115
Aech_RNA20316_R0	gene_14115
Nvit_RNA20444_R9	gene_14116
Aech_RNA3913_R4	gene_14117
Sinv_RNA17718_R7	gene_14118
Sinv_RNA4729_R8	gene_14119
Dqua_RNA8631_R6	gene_14120
Aech_RNA20318_R0	gene_14121
Aech_RNA9150_R9	gene_14122
Sinv_RNA15320_R8	gene_14123
Aech_RNA5219_R8	gene_14124
Aech_RNA14285_R1	gene_14125
Aech_RNA19793_R7	gene_14126
Aech_RNA19605_R3	gene_14127
Aech_RNA20706_R4	gene_14128
Aech_RNA3264_R5	gene_14129
Dqua_RNA6130_R6	gene_14130
Sinv_RNA19839_R1	gene_14131
Aech_RNA13263_R5	gene_14132
Cbir_RNA19359_R5	gene_14133
Sinv_RNA19021_R0	gene_14134
Cbir_RNA14527_R5	gene_14135
Aech_RNA20320_R0	gene_14136
Aech_RNA20321_R0	gene_14136
Aech_RNA20322_R0	gene_14137
Aech_RNA20326_R0	gene_14138
Aech_RNA20327_R0	gene_14139
Mpha_RNA2378_R0	gene_14140
Mpha_RNA2377_R0	gene_14141
Aech_RNA20333_R0	gene_14142
Sinv_RNA18494_R0	gene_14142
Aech_RNA20328_R0	gene_14143
Dqua_RNA17726_R7	gene_14144
Aech_RNA20336_R0	gene_14145
Lhum_RNA19204_R1	gene_14145
Sinv_RNA868_R1	gene_14145
Aech_RNA20340_R0	gene_14146
Aech_RNA20339_R0	gene_14146
Aech_RNA20343_R0	gene_14147
Mpha_RNA7032_R0	gene_14147
Aech_RNA10635_R4	gene_14148
Sinv_RNA18890_R5	gene_14149
Cbir_RNA20822_R4	gene_14150
Mpha_RNA3498_R0	gene_14151
Lhum_RNA1324_R0	gene_14152
Sinv_RNA18483_R0	gene_14153
Aech_RNA20334_R0	gene_14154
Mpha_RNA3960_R0	gene_14154
Nvit_RNA2823_R0	gene_14154
Aech_RNA20335_R0	gene_14155
Mpha_RNA2629_R0	gene_14155
Mpha_RNA2630_R0	gene_14155
Mpha_RNA3961_R0	gene_14155
Sinv_RNA7974_R3	gene_14156
Mpha_RNA22381_R0	gene_14157
Aech_RNA20338_R0	gene_14158
Aech_RNA20346_R0	gene_14159
Aech_RNA20350_R0	gene_14160
Sinv_RNA16901_R0	gene_14160
Cbir_RNA12344_R1	gene_14161
Sinv_RNA18503_R0	gene_14162
Sinv_RNA17334_R0	gene_14163
Lhum_RNA21129_R0	gene_14164
Dqua_RNA23262_R4	gene_14165
Lhum_RNA333_R1	gene_14166
Sinv_RNA18302_R0	gene_14167
Aech_RNA16166_R2	gene_14168
Lhum_RNA2201_R3	gene_14169
Aech_RNA20355_R0	gene_14170
Lhum_RNA23826_R1	gene_14171
Sinv_RNA18986_R7	gene_14172
Cbir_RNA23428_R1	gene_14173
Mpha_RNA19809_R9	gene_14174
Sinv_RNA10269_R8	gene_14175
Lhum_RNA635_R3	gene_14176
Aech_RNA20362_R0	gene_14177
Mpha_RNA21670_R0	gene_14177
Aech_RNA20367_R0	gene_14178
Aech_RNA20370_R0	gene_14179
Aech_RNA20375_R0	gene_14180
Lhum_RNA9002_R0	gene_14180
Aech_RNA20378_R0	gene_14181
Aech_RNA20365_R0	gene_14182
Dmel_RNA15064_R0	gene_14183
Aech_RNA20377_R0	gene_14184
Aech_RNA20382_R0	gene_14185
Aech_RNA20384_R0	gene_14186
Aech_RNA20381_R0	gene_14187
Aech_RNA20380_R0	gene_14188
Aech_RNA20383_R0	gene_14189
Aech_RNA20385_R0	gene_14190
Sinv_RNA4239_R0	gene_14190
Mpha_RNA7887_R1	gene_14191
Aech_RNA20387_R1	gene_14192
Lhum_RNA10941_R3	gene_14193
Aech_RNA19720_R4	gene_14194
Aech_RNA20389_R0	gene_14195
Aech_RNA20394_R0	gene_14196
Aech_RNA20400_R0	gene_14197
Aech_RNA20404_R0	gene_14198
Aech_RNA20407_R0	gene_14198
Aech_RNA20410_R0	gene_14199
Aech_RNA20412_R0	gene_14200
Aech_RNA20420_R0	gene_14201
Aech_RNA20419_R0	gene_14201
Aech_RNA20421_R0	gene_14202
Sinv_RNA3439_R0	gene_14202
Sinv_RNA3441_R0	gene_14203
Aech_RNA20424_R0	gene_14203
Aech_RNA20431_R0	gene_14204
Aech_RNA20430_R0	gene_14204
Aech_RNA20433_R0	gene_14204
Aech_RNA6572_R1	gene_14204
Cbir_RNA10832_R1	gene_14204
Aech_RNA15081_R4	gene_14204
Lhum_RNA12329_R2	gene_14204
Sinv_RNA16471_R0	gene_14205
Aech_RNA20437_R0	gene_14206
Aech_RNA20441_R0	gene_14207
Aech_RNA20446_R0	gene_14208
Aech_RNA20447_R0	gene_14208
Sinv_RNA16484_R0	gene_14208
Lhum_RNA8954_R0	gene_14208
Aech_RNA20448_R0	gene_14209
Sinv_RNA16485_R0	gene_14210
Aech_RNA20450_R0	gene_14211
Aech_RNA20455_R0	gene_14212
Aech_RNA20457_R0	gene_14213
Aech_RNA20467_R0	gene_14214
Aech_RNA20470_R0	gene_14215
Nvit_RNA23057_R0	gene_14215
Nvit_RNA23058_R0	gene_14215
Dmel_RNA16322_R0	gene_14215
Aech_RNA20475_R0	gene_14216
Aech_RNA20479_R0	gene_14217
Dmel_RNA22775_R0	gene_14218
Aech_RNA20486_R0	gene_14219
Aech_RNA20484_R0	gene_14219
Sinv_RNA2452_R0	gene_14219
Aech_RNA20490_R0	gene_14220
Aech_RNA20494_R0	gene_14220
Sinv_RNA3470_R0	gene_14220
Aech_RNA20502_R0	gene_14221
Mpha_RNA15_R0	gene_14221
Mpha_RNA2679_R3	gene_14222
Aech_RNA20511_R0	gene_14223
Aech_RNA20512_R0	gene_14224
Aech_RNA20514_R0	gene_14225
Sinv_RNA16441_R0	gene_14225
Cbir_RNA14148_R1	gene_14225
Mpha_RNA9296_R0	gene_14225
Lhum_RNA268_R1	gene_14225
Mpha_RNA11723_R0	gene_14225
Lhum_RNA457_R2	gene_14225
Aech_RNA20513_R0	gene_14226
Mpha_RNA11723_R1	gene_14227
Aech_RNA20519_R0	gene_14228
Aech_RNA20523_R0	gene_14229
Aech_RNA20527_R0	gene_14230
Aech_RNA20391_R0	gene_14231
Aech_RNA20392_R0	gene_14232
Aech_RNA20396_R0	gene_14233
Aech_RNA20399_R0	gene_14233
Aech_RNA20401_R0	gene_14234
Aech_RNA20415_R0	gene_14235
Aech_RNA20428_R0	gene_14236
Aech_RNA20427_R0	gene_14236
Aech_RNA20434_R0	gene_14237
Aech_RNA20440_R0	gene_14238
Aech_RNA20442_R0	gene_14239
Amel_RNA14018_R0	gene_14239
Aech_RNA20443_R0	gene_14240
Nvit_RNA656_R0	gene_14240
Aech_RNA20444_R0	gene_14241
Aech_RNA20445_R0	gene_14242
Aech_RNA20460_R0	gene_14243
Aech_RNA20463_R0	gene_14244
Aech_RNA20464_R0	gene_14245
Aech_RNA20465_R0	gene_14246
Dqua_RNA23457_R1	gene_14246
Amel_RNA19629_R7	gene_14246
Lhum_RNA15010_R5	gene_14246
Sinv_RNA4244_R3	gene_14246
Nvit_RNA21129_R1	gene_14246
Nvit_RNA4286_R7	gene_14246
Aech_RNA20466_R0	gene_14247
Aech_RNA20474_R0	gene_14248
Dqua_RNA8162_R0	gene_14248
Aech_RNA20476_R0	gene_14249
Aech_RNA20478_R0	gene_14250
Dmel_RNA21066_R0	gene_14250
Aech_RNA20483_R0	gene_14251
Aech_RNA20487_R0	gene_14252
Aech_RNA20496_R0	gene_14253
Aech_RNA20501_R0	gene_14253
Amel_RNA23222_R0	gene_14253
Aech_RNA20509_R0	gene_14254
Aech_RNA20515_R0	gene_14255
Aech_RNA20518_R0	gene_14255
Dqua_RNA1020_R0	gene_14255
Aech_RNA20529_R0	gene_14256
Aech_RNA20528_R0	gene_14256
Aech_RNA11153_R4	gene_14257
Aech_RNA20530_R0	gene_14258
Aech_RNA20531_R0	gene_14259
Aech_RNA20533_R0	gene_14260
Aech_RNA9170_R5	gene_14261
Aech_RNA20536_R0	gene_14262
Cbir_RNA5992_R3	gene_14263
Cbir_RNA16652_R5	gene_14264
Aech_RNA20540_R0	gene_14265
Mpha_RNA4608_R0	gene_14265
Cbir_RNA1645_R3	gene_14265
Cbir_RNA17610_R4	gene_14265
Dqua_RNA21311_R1	gene_14265
Mpha_RNA2637_R2	gene_14265
Cbir_RNA18427_R0	gene_14265
Aech_RNA20539_R0	gene_14266
Mpha_RNA22896_R0	gene_14266
Cbir_RNA11281_R0	gene_14266
Lhum_RNA1033_R0	gene_14266
Sinv_RNA12287_R0	gene_14266
Nvit_RNA17644_R0	gene_14266
Sinv_RNA19848_R0	gene_14266
Cbir_RNA17622_R1	gene_14266
Cbir_RNA17610_R1	gene_14266
Sinv_RNA21915_R0	gene_14266
Cbir_RNA18714_R0	gene_14266
Sinv_RNA19129_R0	gene_14266
Mpha_RNA2637_R0	gene_14266
Cbir_RNA25229_R0	gene_14266
Mpha_RNA1515_R7	gene_14266
Aech_RNA20541_R0	gene_14267
Cbir_RNA1645_R1	gene_14267
Lhum_RNA11631_R0	gene_14267
Cbir_RNA17610_R3	gene_14267
Cbir_RNA25238_R1	gene_14267
Dqua_RNA19526_R0	gene_14267
Cbir_RNA25264_R0	gene_14267
Mpha_RNA1515_R3	gene_14267
Cbir_RNA23340_R0	gene_14268
Mpha_RNA3099_R8	gene_14269
Mpha_RNA20707_R5	gene_14270
Aech_RNA20543_R0	gene_14271
Aech_RNA20544_R0	gene_14272
Aech_RNA20549_R0	gene_14273
Lhum_RNA21634_R5	gene_14274
Aech_RNA20550_R0	gene_14275
Aech_RNA20542_R0	gene_14276
Aech_RNA20547_R0	gene_14277
Aech_RNA20552_R0	gene_14278
Aech_RNA20558_R0	gene_14279
Mpha_RNA1342_R0	gene_14279
Cbir_RNA20930_R0	gene_14279
Lhum_RNA20129_R0	gene_14279
Dqua_RNA19347_R0	gene_14279
Aech_RNA20551_R0	gene_14280
Cbir_RNA20936_R0	gene_14280
Aech_RNA20557_R0	gene_14281
Amel_RNA14391_R0	gene_14281
Mpha_RNA7173_R0	gene_14281
Mpha_RNA7172_R0	gene_14281
Aech_RNA20559_R0	gene_14282
Amel_RNA16801_R5	gene_14283
Sinv_RNA22221_R7	gene_14284
Sinv_RNA5368_R6	gene_14285
Aech_RNA4417_R1	gene_14286
Cbir_RNA21543_R8	gene_14287
Aech_RNA10264_R2	gene_14288
Aech_RNA20561_R0	gene_14289
Aech_RNA21384_R1	gene_14290
Sinv_RNA19845_R0	gene_14291
Aech_RNA20562_R0	gene_14292
Nvit_RNA10949_R0	gene_14292
Dmel_RNA23619_R6	gene_14293
Dmel_RNA27159_R3	gene_14294
Aech_RNA11695_R6	gene_14295
Mpha_RNA20917_R9	gene_14296
Aech_RNA20575_R0	gene_14297
Aech_RNA20577_R0	gene_14298
Amel_RNA2567_R0	gene_14298
Nvit_RNA12204_R0	gene_14298
Aech_RNA20578_R0	gene_14299
Aech_RNA11266_R1	gene_14300
Aech_RNA20573_R0	gene_14301
Mpha_RNA11955_R0	gene_14302
Aech_RNA20587_R0	gene_14303
Cbir_RNA3341_R0	gene_14304
Mpha_RNA6910_R0	gene_14305
Aech_RNA20595_R0	gene_14306
Aech_RNA20585_R0	gene_14307
Amel_RNA28675_R9	gene_14307
Aech_RNA20586_R0	gene_14308
Aech_RNA20591_R0	gene_14309
Aech_RNA20592_R0	gene_14310
Mpha_RNA6908_R0	gene_14310
Sinv_RNA15425_R0	gene_14310
Dqua_RNA5860_R0	gene_14310
Aech_RNA20594_R0	gene_14311
Aech_RNA20596_R0	gene_14312
Aech_RNA20599_R0	gene_14313
Aech_RNA20603_R0	gene_14314
Aech_RNA20604_R0	gene_14315
Dmel_RNA17529_R0	gene_14316
Aech_RNA20607_R0	gene_14317
Mpha_RNA7943_R0	gene_14318
Aech_RNA20601_R0	gene_14319
Sinv_RNA21019_R0	gene_14319
Aech_RNA20605_R0	gene_14320
Sinv_RNA4190_R0	gene_14320
Aech_RNA20606_R0	gene_14321
Dqua_RNA10331_R0	gene_14321
Aech_RNA9028_R5	gene_14322
Lhum_RNA3439_R8	gene_14323
Aech_RNA12145_R9	gene_14324
Lhum_RNA424_R6	gene_14325
Aech_RNA20612_R0	gene_14326
Sinv_RNA18318_R5	gene_14327
Sinv_RNA11072_R9	gene_14328
Aech_RNA3237_R6	gene_14329
Amel_RNA28407_R2	gene_14330
Aech_RNA20613_R0	gene_14331
Aech_RNA4258_R4	gene_14332
Dqua_RNA2163_R6	gene_14333
