Cbir_RNA25344_R1	gene_0
Sinv_RNA20295_R0	gene_16645
Amel_RNA23803_R0	gene_16645
Sinv_RNA10945_R1	gene_16645
Sinv_RNA20296_R0	gene_16646
Sinv_RNA20298_R0	gene_16647
Amel_RNA25961_R0	gene_16647
Sinv_RNA20299_R0	gene_16648
Lhum_RNA6464_R0	gene_16649
Sinv_RNA20302_R0	gene_16650
Nvit_RNA16272_R1	gene_16651
Nvit_RNA26209_R5	gene_16652
Sinv_RNA19035_R2	gene_16653
Sinv_RNA20303_R0	gene_16654
Nvit_RNA5754_R4	gene_16654
Mpha_RNA3050_R2	gene_16654
Sinv_RNA20304_R0	gene_16655
Sinv_RNA20305_R0	gene_16655
Lhum_RNA4737_R0	gene_16656
Lhum_RNA15134_R5	gene_16657
Cbir_RNA7815_R7	gene_16658
Mpha_RNA4976_R6	gene_16659
Sinv_RNA19153_R3	gene_16660
Sinv_RNA12341_R1	gene_16661
Mpha_RNA1189_R8	gene_16662
Sinv_RNA21102_R1	gene_16663
Sinv_RNA20308_R0	gene_16664
Lhum_RNA12785_R0	gene_16665
Sinv_RNA20531_R3	gene_16666
Sinv_RNA20307_R0	gene_16667
Cbir_RNA20815_R1	gene_16667
Lhum_RNA3559_R2	gene_16667
Sinv_RNA20309_R0	gene_16668
Sinv_RNA20312_R0	gene_16669
Sinv_RNA20310_R0	gene_16670
Sinv_RNA12341_R9	gene_16671
Sinv_RNA20317_R0	gene_16672
Sinv_RNA20316_R0	gene_16673
Lhum_RNA4741_R9	gene_16674
Aech_RNA3721_R5	gene_16675
Amel_RNA1368_R9	gene_16676
Amel_RNA19913_R3	gene_16677
Sinv_RNA20319_R0	gene_16678
Dmel_RNA1828_R2	gene_16679
Sinv_RNA17415_R5	gene_16680
Sinv_RNA17414_R9	gene_16681
Sinv_RNA20_R9	gene_16682
Nvit_RNA25838_R9	gene_16683
Sinv_RNA17660_R3	gene_16684
Lhum_RNA3456_R0	gene_16685
Aech_RNA7785_R5	gene_16686
Nvit_RNA24527_R8	gene_16687
Sinv_RNA11781_R9	gene_16688
Sinv_RNA8738_R1	gene_16689
Sinv_RNA22130_R8	gene_16690
Sinv_RNA20321_R0	gene_16691
Sinv_RNA20324_R0	gene_16692
Sinv_RNA20331_R0	gene_16693
Sinv_RNA20333_R0	gene_16694
Sinv_RNA20336_R0	gene_16695
Amel_RNA26923_R0	gene_16696
Amel_RNA26645_R0	gene_16697
Sinv_RNA20342_R0	gene_16698
Dmel_RNA13356_R3	gene_16698
Dmel_RNA13351_R2	gene_16698
Sinv_RNA20345_R0	gene_16699
Nvit_RNA8030_R0	gene_16699
Sinv_RNA20347_R0	gene_16700
Aech_RNA8182_R0	gene_16700
Amel_RNA12245_R0	gene_16700
Sinv_RNA20348_R0	gene_16701
Dmel_RNA32951_R1	gene_16701
Dqua_RNA5968_R0	gene_16702
Lhum_RNA15287_R0	gene_16703
Sinv_RNA20326_R0	gene_16704
Mpha_RNA12199_R0	gene_16704
Sinv_RNA20329_R0	gene_16705
Sinv_RNA20330_R0	gene_16706
Mpha_RNA12084_R0	gene_16707
Aech_RNA13172_R0	gene_16707
Aech_RNA13170_R0	gene_16707
Lhum_RNA21537_R0	gene_16707
Nvit_RNA8098_R0	gene_16707
Sinv_RNA17762_R2	gene_16707
Sinv_RNA20335_R0	gene_16708
Aech_RNA8176_R0	gene_16709
Sinv_RNA20340_R0	gene_16710
Sinv_RNA20341_R0	gene_16711
Sinv_RNA20346_R0	gene_16712
Sinv_RNA20349_R0	gene_16713
Dmel_RNA8252_R0	gene_16713
Sinv_RNA20350_R0	gene_16714
Aech_RNA8189_R0	gene_16714
Nvit_RNA7243_R0	gene_16714
Sinv_RNA20351_R0	gene_16715
Sinv_RNA20353_R0	gene_16716
Sinv_RNA9715_R5	gene_16717
Sinv_RNA22150_R4	gene_16718
Cbir_RNA16618_R0	gene_16719
Mpha_RNA7392_R0	gene_16720
Mpha_RNA4022_R0	gene_16721
Lhum_RNA11198_R0	gene_16722
Sinv_RNA21468_R1	gene_16723
Sinv_RNA20358_R0	gene_16724
Sinv_RNA20360_R0	gene_16725
Sinv_RNA20361_R0	gene_16726
Sinv_RNA20362_R0	gene_16726
Sinv_RNA20364_R0	gene_16727
Sinv_RNA20359_R0	gene_16728
Mpha_RNA2402_R0	gene_16728
Sinv_RNA11056_R4	gene_16729
Sinv_RNA7223_R2	gene_16730
Cbir_RNA23012_R2	gene_16731
Cbir_RNA20779_R0	gene_16732
Sinv_RNA17334_R2	gene_16733
Cbir_RNA17843_R0	gene_16734
Lhum_RNA2561_R5	gene_16735
Sinv_RNA4455_R4	gene_16736
Lhum_RNA15195_R0	gene_16737
Sinv_RNA20367_R0	gene_16738
Nvit_RNA5205_R1	gene_16739
Sinv_RNA20368_R0	gene_16740
Sinv_RNA12751_R2	gene_16741
Sinv_RNA20369_R0	gene_16742
Sinv_RNA21148_R2	gene_16743
Dqua_RNA6294_R0	gene_16744
Lhum_RNA21700_R9	gene_16745
Sinv_RNA21827_R5	gene_16746
Sinv_RNA20374_R0	gene_16747
Sinv_RNA20375_R0	gene_16748
Sinv_RNA20370_R0	gene_16749
Nvit_RNA6005_R9	gene_16750
Sinv_RNA6046_R9	gene_16751
Sinv_RNA20371_R0	gene_16752
Lhum_RNA6886_R1	gene_16753
Sinv_RNA15217_R5	gene_16754
Sinv_RNA20376_R0	gene_16755
Sinv_RNA20388_R7	gene_16756
Sinv_RNA21321_R8	gene_16757
Mpha_RNA2698_R2	gene_16758
Sinv_RNA20377_R0	gene_16759
Cbir_RNA21878_R1	gene_16760
Sinv_RNA18284_R2	gene_16761
Cbir_RNA1471_R1	gene_16762
Lhum_RNA132_R7	gene_16763
Mpha_RNA5314_R0	gene_16764
Sinv_RNA20378_R0	gene_16765
Sinv_RNA20381_R0	gene_16766
Dmel_RNA16460_R3	gene_16766
Cbir_RNA8542_R3	gene_16767
Dmel_RNA31359_R2	gene_16768
Sinv_RNA18925_R7	gene_16769
Sinv_RNA20384_R0	gene_16770
Sinv_RNA18988_R1	gene_16771
Cbir_RNA19691_R0	gene_16772
Sinv_RNA19895_R2	gene_16773
Sinv_RNA20385_R0	gene_16774
Sinv_RNA12995_R9	gene_16775
Mpha_RNA385_R7	gene_16776
Sinv_RNA20386_R0	gene_16777
Aech_RNA2921_R4	gene_16777
Mpha_RNA12949_R5	gene_16777
Aech_RNA2919_R2	gene_16777
Sinv_RNA10785_R3	gene_16777
Sinv_RNA15527_R2	gene_16778
Sinv_RNA9666_R1	gene_16779
Aech_RNA5109_R4	gene_16780
Sinv_RNA14977_R8	gene_16781
Sinv_RNA21149_R5	gene_16781
Sinv_RNA20388_R0	gene_16782
Sinv_RNA20376_R1	gene_16783
Nvit_RNA25751_R5	gene_16784
Dqua_RNA6397_R3	gene_16785
Sinv_RNA5377_R6	gene_16786
Nvit_RNA25384_R2	gene_16787
Lhum_RNA3461_R5	gene_16788
Sinv_RNA12735_R4	gene_16789
Cbir_RNA981_R7	gene_16790
Lhum_RNA6886_R0	gene_16791
Sinv_RNA14907_R5	gene_16792
Sinv_RNA20392_R0	gene_16793
Sinv_RNA18898_R5	gene_16794
Cbir_RNA9720_R2	gene_16795
Cbir_RNA10799_R8	gene_16796
Lhum_RNA122_R3	gene_16797
Mpha_RNA16021_R0	gene_16798
Sinv_RNA17912_R2	gene_16799
Sinv_RNA20393_R0	gene_16800
Sinv_RNA20394_R0	gene_16801
Sinv_RNA20395_R0	gene_16802
Cbir_RNA17052_R3	gene_16803
Cbir_RNA20822_R5	gene_16804
Sinv_RNA20397_R0	gene_16805
Lhum_RNA295_R8	gene_16806
Sinv_RNA13177_R3	gene_16807
Sinv_RNA20398_R0	gene_16808
Nvit_RNA25619_R2	gene_16809
Mpha_RNA12862_R0	gene_16810
Sinv_RNA20401_R0	gene_16811
Mpha_RNA12865_R0	gene_16812
Sinv_RNA19246_R2	gene_16813
Sinv_RNA20403_R0	gene_16814
Aech_RNA11444_R1	gene_16815
Sinv_RNA11057_R1	gene_16816
Sinv_RNA11056_R6	gene_16817
Sinv_RNA16882_R9	gene_16818
Sinv_RNA20408_R0	gene_16819
Dqua_RNA15162_R0	gene_16820
Mpha_RNA7789_R0	gene_16821
Sinv_RNA20414_R0	gene_16822
Sinv_RNA20415_R0	gene_16823
Sinv_RNA20416_R0	gene_16824
Sinv_RNA20417_R0	gene_16825
Mpha_RNA7547_R0	gene_16825
Sinv_RNA20418_R0	gene_16826
Sinv_RNA20421_R0	gene_16827
Sinv_RNA20419_R0	gene_16828
Sinv_RNA20422_R0	gene_16829
Sinv_RNA20424_R0	gene_16830
Aech_RNA2097_R0	gene_16831
Cbir_RNA11362_R0	gene_16832
Sinv_RNA20425_R0	gene_16833
Sinv_RNA20428_R0	gene_16834
Sinv_RNA20433_R0	gene_16835
Sinv_RNA19792_R2	gene_16836
Cbir_RNA1185_R6	gene_16837
Lhum_RNA6963_R9	gene_16838
Mpha_RNA12077_R0	gene_16839
Mpha_RNA2961_R0	gene_16840
Sinv_RNA21785_R3	gene_16841
Sinv_RNA21820_R7	gene_16842
Lhum_RNA2200_R8	gene_16843
Sinv_RNA17680_R6	gene_16844
Sinv_RNA14242_R3	gene_16845
Sinv_RNA9708_R2	gene_16846
Sinv_RNA19839_R6	gene_16847
Sinv_RNA19055_R7	gene_16848
Sinv_RNA10357_R2	gene_16849
Sinv_RNA20437_R0	gene_16850
Sinv_RNA20438_R0	gene_16851
Sinv_RNA20439_R0	gene_16852
Dmel_RNA33857_R0	gene_16852
Sinv_RNA17432_R4	gene_16853
Mpha_RNA21688_R8	gene_16854
Cbir_RNA2354_R5	gene_16855
Sinv_RNA20449_R0	gene_16856
Sinv_RNA20455_R0	gene_16857
Aech_RNA6228_R0	gene_16858
Mpha_RNA10793_R0	gene_16859
Sinv_RNA20467_R0	gene_16860
Sinv_RNA20468_R0	gene_16860
Sinv_RNA20469_R0	gene_16861
Lhum_RNA4005_R0	gene_16862
Sinv_RNA20485_R0	gene_16862
Sinv_RNA20483_R0	gene_16862
Sinv_RNA20484_R0	gene_16862
Dmel_RNA3094_R5	gene_16863
Dqua_RNA7354_R0	gene_16864
Cbir_RNA10574_R0	gene_16864
Sinv_RNA20452_R0	gene_16865
Sinv_RNA20458_R0	gene_16866
Sinv_RNA20457_R0	gene_16867
Sinv_RNA20460_R0	gene_16868
Sinv_RNA20461_R0	gene_16869
Sinv_RNA20463_R0	gene_16869
Sinv_RNA20470_R0	gene_16870
Sinv_RNA20471_R0	gene_16870
Sinv_RNA20474_R0	gene_16871
Sinv_RNA20476_R0	gene_16872
Sinv_RNA20477_R0	gene_16872
Dqua_RNA23011_R0	gene_16872
Sinv_RNA20478_R0	gene_16873
Mpha_RNA2664_R0	gene_16873
Sinv_RNA20487_R0	gene_16874
Dqua_RNA23002_R0	gene_16874
Nvit_RNA15225_R2	gene_16875
Sinv_RNA20489_R0	gene_16876
Aech_RNA5631_R4	gene_16877
Cbir_RNA18140_R2	gene_16878
Sinv_RNA20490_R0	gene_16879
Dmel_RNA10335_R0	gene_16880
Sinv_RNA20501_R0	gene_16881
Sinv_RNA20502_R0	gene_16881
Sinv_RNA20497_R0	gene_16882
Aech_RNA14140_R0	gene_16882
Nvit_RNA23191_R0	gene_16882
Aech_RNA14144_R0	gene_16883
Sinv_RNA20500_R0	gene_16884
Sinv_RNA20503_R0	gene_16885
Sinv_RNA20504_R0	gene_16886
Mpha_RNA21072_R0	gene_16886
Mpha_RNA1770_R0	gene_16886
Mpha_RNA15078_R0	gene_16886
Sinv_RNA7198_R7	gene_16886
Mpha_RNA9421_R0	gene_16886
Mpha_RNA16065_R3	gene_16886
Sinv_RNA7205_R5	gene_16886
Mpha_RNA250_R0	gene_16886
Mpha_RNA373_R1	gene_16886
Sinv_RNA20509_R0	gene_16887
Sinv_RNA20511_R0	gene_16888
Sinv_RNA20516_R0	gene_16889
Dmel_RNA19675_R0	gene_16889
Sinv_RNA20513_R0	gene_16890
Aech_RNA14170_R0	gene_16890
Sinv_RNA20517_R0	gene_16891
Mpha_RNA20083_R0	gene_16891
Lhum_RNA17492_R0	gene_16891
Nvit_RNA2249_R0	gene_16891
Sinv_RNA21586_R3	gene_16892
Sinv_RNA20491_R0	gene_16893
Mpha_RNA20992_R0	gene_16893
Aech_RNA14134_R0	gene_16894
Sinv_RNA20493_R0	gene_16895
Mpha_RNA20997_R0	gene_16896
Sinv_RNA20496_R0	gene_16897
Sinv_RNA20495_R0	gene_16898
Lhum_RNA17525_R0	gene_16898
Sinv_RNA20505_R0	gene_16899
Dmel_RNA23526_R1	gene_16899
Nvit_RNA26328_R0	gene_16899
Sinv_RNA20508_R0	gene_16900
Sinv_RNA20510_R0	gene_16901
Mpha_RNA22270_R0	gene_16902
Cbir_RNA22276_R0	gene_16902
Sinv_RNA20519_R0	gene_16903
Sinv_RNA20520_R0	gene_16904
Lhum_RNA7407_R5	gene_16905
Sinv_RNA5840_R2	gene_16906
Sinv_RNA20521_R0	gene_16907
Sinv_RNA12735_R1	gene_16908
Sinv_RNA20524_R0	gene_16909
Sinv_RNA20525_R0	gene_16910
Mpha_RNA8743_R1	gene_16911
Sinv_RNA21849_R1	gene_16912
Sinv_RNA19558_R4	gene_16913
Aech_RNA6267_R3	gene_16914
Aech_RNA5231_R5	gene_16915
Sinv_RNA20529_R0	gene_16916
Sinv_RNA20530_R0	gene_16917
Cbir_RNA11369_R4	gene_16918
Sinv_RNA21158_R7	gene_16919
Sinv_RNA9367_R1	gene_16920
Lhum_RNA7430_R0	gene_16921
Amel_RNA16971_R1	gene_16922
Mpha_RNA329_R7	gene_16923
Sinv_RNA20531_R0	gene_16924
Sinv_RNA17988_R1	gene_16925
Aech_RNA18779_R0	gene_16926
Sinv_RNA20538_R0	gene_16927
Sinv_RNA20541_R0	gene_16928
Sinv_RNA20533_R0	gene_16929
Sinv_RNA20534_R0	gene_16930
Sinv_RNA20535_R0	gene_16931
Sinv_RNA20536_R0	gene_16932
Aech_RNA18784_R0	gene_16932
Sinv_RNA20539_R0	gene_16933
Nvit_RNA18305_R0	gene_16933
Dmel_RNA12765_R0	gene_16933
Sinv_RNA20542_R0	gene_16934
Aech_RNA18799_R0	gene_16934
Dmel_RNA24982_R0	gene_16934
Amel_RNA22151_R3	gene_16935
Sinv_RNA20545_R0	gene_16936
Sinv_RNA20544_R0	gene_16937
Sinv_RNA20546_R0	gene_16938
Lhum_RNA16473_R2	gene_16939
Mpha_RNA2161_R3	gene_16939
Sinv_RNA20555_R0	gene_16940
Dmel_RNA5624_R1	gene_16940
Sinv_RNA20556_R0	gene_16941
Sinv_RNA20559_R0	gene_16942
Aech_RNA21604_R0	gene_16942
Sinv_RNA20560_R0	gene_16943
Nvit_RNA8839_R0	gene_16943
Dqua_RNA7830_R3	gene_16943
Sinv_RNA20561_R0	gene_16944
Mpha_RNA5797_R0	gene_16944
Dmel_RNA24625_R2	gene_16944
Dmel_RNA24620_R2	gene_16944
Lhum_RNA7214_R2	gene_16944
Dqua_RNA11462_R0	gene_16944
Sinv_RNA20562_R0	gene_16945
Sinv_RNA20563_R0	gene_16946
Dqua_RNA11463_R0	gene_16946
Lhum_RNA17158_R6	gene_16947
Sinv_RNA10372_R3	gene_16948
Sinv_RNA20550_R0	gene_16949
Sinv_RNA20549_R0	gene_16949
Sinv_RNA20548_R0	gene_16949
Sinv_RNA20552_R0	gene_16950
Sinv_RNA20551_R0	gene_16951
Sinv_RNA20558_R0	gene_16952
Sinv_RNA20564_R0	gene_16953
Amel_RNA9958_R0	gene_16953
Sinv_RNA20566_R0	gene_16954
Aech_RNA13115_R2	gene_16955
Sinv_RNA20567_R0	gene_16956
Sinv_RNA20568_R0	gene_16957
Sinv_RNA18944_R3	gene_16958
Sinv_RNA20570_R0	gene_16959
Sinv_RNA18999_R3	gene_16960
Cbir_RNA7709_R0	gene_16961
Sinv_RNA20571_R0	gene_16962
Sinv_RNA20573_R0	gene_16963
Sinv_RNA20576_R0	gene_16964
Sinv_RNA20580_R0	gene_16965
Sinv_RNA20579_R0	gene_16965
Sinv_RNA20581_R0	gene_16966
Sinv_RNA20583_R0	gene_16967
Sinv_RNA20585_R0	gene_16968
Dmel_RNA36_R9	gene_16969
Sinv_RNA20586_R0	gene_16970
Sinv_RNA20596_R0	gene_16971
Sinv_RNA20598_R0	gene_16972
Sinv_RNA20607_R0	gene_16973
Amel_RNA7657_R0	gene_16973
Sinv_RNA20610_R0	gene_16974
Sinv_RNA20611_R0	gene_16975
Sinv_RNA20613_R0	gene_16976
Sinv_RNA20618_R0	gene_16977
Aech_RNA9978_R0	gene_16977
Amel_RNA7661_R0	gene_16977
Sinv_RNA20620_R0	gene_16978
Aech_RNA9981_R0	gene_16978
Sinv_RNA20625_R0	gene_16979
Dmel_RNA27192_R4	gene_16979
Amel_RNA25788_R4	gene_16979
Lhum_RNA13128_R4	gene_16979
Cbir_RNA8899_R5	gene_16979
Sinv_RNA20626_R0	gene_16980
Sinv_RNA20632_R0	gene_16981
Sinv_RNA20636_R0	gene_16982
Sinv_RNA20633_R0	gene_16983
Sinv_RNA20639_R0	gene_16984
Sinv_RNA20645_R0	gene_16985
Sinv_RNA20651_R0	gene_16986
Sinv_RNA20662_R0	gene_16987
Sinv_RNA20667_R0	gene_16987
Sinv_RNA20676_R0	gene_16988
Sinv_RNA20678_R0	gene_16989
Sinv_RNA20682_R0	gene_16990
Sinv_RNA20683_R0	gene_16991
Sinv_RNA20687_R0	gene_16992
Sinv_RNA20696_R0	gene_16993
Sinv_RNA20702_R0	gene_16994
Lhum_RNA21212_R0	gene_16994
Sinv_RNA20705_R0	gene_16995
Cbir_RNA15153_R1	gene_16996
Sinv_RNA20715_R0	gene_16997
Mpha_RNA11077_R0	gene_16997
Sinv_RNA20717_R0	gene_16998
Nvit_RNA10368_R0	gene_16998
Sinv_RNA20719_R0	gene_16999
Cbir_RNA15201_R0	gene_17000
Mpha_RNA18606_R0	gene_17000
Sinv_RNA20727_R0	gene_17001
Dmel_RNA22976_R0	gene_17001
Sinv_RNA20731_R0	gene_17002
Sinv_RNA20735_R0	gene_17003
Dmel_RNA32355_R3	gene_17003
Sinv_RNA20736_R0	gene_17004
Sinv_RNA20739_R0	gene_17005
Sinv_RNA20745_R0	gene_17006
Sinv_RNA20744_R0	gene_17007
Dmel_RNA26027_R0	gene_17007
Sinv_RNA20747_R0	gene_17008
Lhum_RNA15628_R0	gene_17008
Sinv_RNA20752_R0	gene_17009
Mpha_RNA14170_R0	gene_17009
Aech_RNA10741_R0	gene_17009
Sinv_RNA20753_R0	gene_17010
Sinv_RNA20756_R0	gene_17011
Sinv_RNA20759_R0	gene_17012
Cbir_RNA68_R0	gene_17012
Aech_RNA6700_R0	gene_17013
Sinv_RNA20776_R0	gene_17014
Aech_RNA6705_R0	gene_17014
Sinv_RNA20780_R0	gene_17015
Sinv_RNA20784_R0	gene_17016
Aech_RNA4697_R0	gene_17017
Sinv_RNA20790_R0	gene_17018
Sinv_RNA20797_R0	gene_17019
Sinv_RNA20799_R0	gene_17020
Mpha_RNA9209_R0	gene_17020
Mpha_RNA9211_R0	gene_17020
Cbir_RNA25409_R0	gene_17020
Sinv_RNA20801_R0	gene_17021
Sinv_RNA20805_R0	gene_17022
Sinv_RNA20806_R0	gene_17023
Sinv_RNA20810_R0	gene_17024
Sinv_RNA20814_R0	gene_17025
Amel_RNA19755_R0	gene_17026
Sinv_RNA20820_R0	gene_17027
Lhum_RNA11353_R0	gene_17027
Mpha_RNA5628_R0	gene_17027
Dqua_RNA13454_R1	gene_17027
Sinv_RNA20821_R0	gene_17028
Mpha_RNA5634_R0	gene_17029
Amel_RNA8355_R0	gene_17029
Sinv_RNA20828_R0	gene_17030
Sinv_RNA20833_R0	gene_17031
Lhum_RNA11327_R0	gene_17031
Amel_RNA8331_R1	gene_17031
Sinv_RNA20835_R0	gene_17032
Mpha_RNA323_R0	gene_17033
Sinv_RNA20843_R0	gene_17034
Cbir_RNA53_R0	gene_17034
Sinv_RNA20851_R0	gene_17035
Mpha_RNA1054_R0	gene_17036
Sinv_RNA20860_R0	gene_17037
Amel_RNA1021_R1	gene_17037
Aech_RNA12703_R1	gene_17037
Mpha_RNA4898_R0	gene_17038
Aech_RNA16355_R0	gene_17039
Sinv_RNA20865_R0	gene_17040
Sinv_RNA20867_R0	gene_17041
Sinv_RNA20869_R0	gene_17042
Sinv_RNA20871_R0	gene_17043
Sinv_RNA20874_R0	gene_17044
Sinv_RNA20876_R0	gene_17044
Sinv_RNA20875_R0	gene_17044
Cbir_RNA18298_R0	gene_17044
Aech_RNA10716_R0	gene_17044
Mpha_RNA9481_R0	gene_17044
Sinv_RNA20877_R0	gene_17045
Dmel_RNA33849_R0	gene_17046
Sinv_RNA20885_R0	gene_17047
Sinv_RNA20892_R0	gene_17048
Aech_RNA10062_R0	gene_17049
Sinv_RNA20895_R0	gene_17050
Sinv_RNA20899_R0	gene_17051
Sinv_RNA20902_R0	gene_17052
Dqua_RNA5121_R0	gene_17053
Dqua_RNA5121_R1	gene_17054
Dqua_RNA5120_R2	gene_17054
Dqua_RNA5120_R0	gene_17055
Lhum_RNA21176_R3	gene_17055
Sinv_RNA20909_R0	gene_17056
Dmel_RNA5889_R4	gene_17056
Dmel_RNA2647_R9	gene_17056
Sinv_RNA20912_R0	gene_17057
Sinv_RNA20911_R0	gene_17057
Nvit_RNA10556_R0	gene_17057
Aech_RNA13619_R0	gene_17058
Nvit_RNA9817_R0	gene_17058
Sinv_RNA20917_R0	gene_17059
Sinv_RNA20919_R0	gene_17060
Sinv_RNA20924_R0	gene_17061
Nvit_RNA14894_R0	gene_17061
Dqua_RNA14975_R0	gene_17061
Sinv_RNA20926_R0	gene_17062
Sinv_RNA20927_R0	gene_17063
Aech_RNA13589_R0	gene_17064
Cbir_RNA8818_R0	gene_17064
Sinv_RNA20930_R0	gene_17065
Sinv_RNA20936_R0	gene_17066
Sinv_RNA20582_R0	gene_17067
Amel_RNA7706_R0	gene_17068
Mpha_RNA13058_R0	gene_17068
Dmel_RNA11421_R2	gene_17069
Sinv_RNA20595_R0	gene_17070
Sinv_RNA20597_R0	gene_17071
Sinv_RNA20599_R0	gene_17072
Sinv_RNA20600_R0	gene_17073
Sinv_RNA20604_R0	gene_17074
Mpha_RNA23347_R0	gene_17074
Sinv_RNA20605_R0	gene_17075
Sinv_RNA20606_R0	gene_17076
Aech_RNA13726_R0	gene_17077
Sinv_RNA20609_R0	gene_17078
Sinv_RNA20612_R0	gene_17079
Dmel_RNA8231_R0	gene_17079
Lhum_RNA2533_R0	gene_17080
Dmel_RNA16097_R0	gene_17080
Aech_RNA3230_R0	gene_17081
Sinv_RNA20616_R0	gene_17082
Amel_RNA7662_R0	gene_17082
Sinv_RNA20619_R0	gene_17083
Aech_RNA9979_R0	gene_17083
Sinv_RNA20628_R0	gene_17084
Sinv_RNA20629_R0	gene_17085
Sinv_RNA20634_R0	gene_17086
Mpha_RNA10609_R0	gene_17086
Cbir_RNA15214_R0	gene_17086
Sinv_RNA20642_R0	gene_17087
Sinv_RNA20643_R0	gene_17088
Lhum_RNA21123_R0	gene_17088
Nvit_RNA15157_R0	gene_17088
Dmel_RNA5709_R0	gene_17088
Mpha_RNA10629_R0	gene_17089
Sinv_RNA20647_R0	gene_17089
Sinv_RNA20648_R0	gene_17089
Aech_RNA6608_R0	gene_17089
Amel_RNA23132_R0	gene_17089
Mpha_RNA1388_R1	gene_17089
Mpha_RNA1388_R2	gene_17089
Lhum_RNA5899_R2	gene_17089
Lhum_RNA5899_R5	gene_17089
Amel_RNA21898_R9	gene_17089
Cbir_RNA6294_R3	gene_17089
Amel_RNA28462_R1	gene_17089
Sinv_RNA20646_R0	gene_17090
Lhum_RNA5899_R3	gene_17090
Cbir_RNA6294_R6	gene_17090
Amel_RNA28462_R2	gene_17090
Mpha_RNA1387_R0	gene_17091
Mpha_RNA1388_R0	gene_17091
Amel_RNA23141_R1	gene_17091
Lhum_RNA5899_R0	gene_17091
Cbir_RNA6294_R0	gene_17091
Amel_RNA28462_R0	gene_17091
Mpha_RNA61_R0	gene_17091
Dqua_RNA6883_R1	gene_17091
Sinv_RNA20653_R0	gene_17092
Aech_RNA13658_R0	gene_17092
Aech_RNA13659_R0	gene_17092
Sinv_RNA20652_R0	gene_17093
Sinv_RNA20657_R0	gene_17094
Sinv_RNA20668_R0	gene_17095
Sinv_RNA20675_R0	gene_17096
Sinv_RNA20681_R0	gene_17097
Sinv_RNA20689_R0	gene_17098
Lhum_RNA11812_R0	gene_17098
Sinv_RNA20688_R0	gene_17098
Dmel_RNA17426_R0	gene_17098
Sinv_RNA20699_R0	gene_17099
Sinv_RNA20698_R0	gene_17099
Dqua_RNA22311_R0	gene_17099
Amel_RNA2060_R0	gene_17099
Sinv_RNA20700_R0	gene_17100
Sinv_RNA20701_R0	gene_17101
Mpha_RNA9855_R0	gene_17102
Sinv_RNA20703_R0	gene_17102
Sinv_RNA20706_R0	gene_17103
Sinv_RNA20718_R0	gene_17104
Nvit_RNA10363_R0	gene_17104
Dmel_RNA25809_R0	gene_17104
Sinv_RNA20722_R0	gene_17105
Mpha_RNA18609_R0	gene_17105
Mpha_RNA18608_R0	gene_17105
Nvit_RNA9742_R0	gene_17105
Nvit_RNA19396_R0	gene_17105
Lhum_RNA21204_R2	gene_17105
Amel_RNA10472_R3	gene_17105
Dmel_RNA24948_R0	gene_17105
Sinv_RNA20724_R0	gene_17106
Sinv_RNA20725_R0	gene_17106
Sinv_RNA20729_R0	gene_17107
Sinv_RNA20730_R0	gene_17108
Dmel_RNA7891_R0	gene_17108
Sinv_RNA20738_R0	gene_17109
Aech_RNA10755_R0	gene_17109
Sinv_RNA20741_R0	gene_17110
Sinv_RNA20746_R0	gene_17111
Sinv_RNA20748_R0	gene_17112
Sinv_RNA20750_R0	gene_17113
Sinv_RNA20751_R0	gene_17113
Sinv_RNA20749_R0	gene_17113
Aech_RNA10749_R0	gene_17113
Cbir_RNA18272_R0	gene_17113
Dmel_RNA19525_R0	gene_17113
Sinv_RNA20754_R0	gene_17114
Sinv_RNA20758_R0	gene_17115
Amel_RNA28061_R7	gene_17115
Sinv_RNA20765_R0	gene_17116
Sinv_RNA20764_R0	gene_17116
Sinv_RNA20766_R0	gene_17117
Sinv_RNA20769_R0	gene_17118
Sinv_RNA20770_R0	gene_17119
Sinv_RNA20771_R0	gene_17120
Dqua_RNA11326_R0	gene_17120
Sinv_RNA20774_R0	gene_17121
Sinv_RNA20775_R0	gene_17122
Sinv_RNA20778_R0	gene_17123
Sinv_RNA20779_R0	gene_17123
Cbir_RNA9989_R0	gene_17123
Aech_RNA6706_R0	gene_17123
Amel_RNA23077_R0	gene_17123
Sinv_RNA20782_R0	gene_17124
Sinv_RNA20781_R0	gene_17124
Cbir_RNA9986_R0	gene_17124
Dqua_RNA11312_R0	gene_17124
Cbir_RNA9984_R0	gene_17125
Sinv_RNA20785_R0	gene_17125
Sinv_RNA20788_R0	gene_17126
Sinv_RNA20796_R0	gene_17127
Sinv_RNA20798_R0	gene_17128
Sinv_RNA20800_R0	gene_17129
Sinv_RNA20802_R0	gene_17130
Sinv_RNA20804_R0	gene_17131
Sinv_RNA20807_R0	gene_17132
Sinv_RNA20809_R0	gene_17133
Mpha_RNA16038_R0	gene_17133
Sinv_RNA20811_R0	gene_17134
Dmel_RNA27654_R0	gene_17134
Cbir_RNA15248_R0	gene_17135
Sinv_RNA20817_R0	gene_17136
Mpha_RNA5607_R0	gene_17137
Sinv_RNA20819_R0	gene_17138
Sinv_RNA20823_R0	gene_17139
Sinv_RNA20824_R0	gene_17140
Amel_RNA8345_R0	gene_17141
Sinv_RNA20830_R0	gene_17142
